age,job,marital,education,default,housing,loan,contact,month,day,duration,campaign,pdays,previous,poutcome
48,unemployed,married,tertiary,no,yes,no,unknown,may,19,668,7,-1,0,unknown
36,management,single,tertiary,no,yes,no,cellular,may,8,81,3,170,1,failure
41,management,single,secondary,no,no,no,cellular,jun,12,230,2,-1,0,unknown
55,blue-collar,married,secondary,no,no,no,unknown,may,5,287,1,-1,0,unknown
70,retired,married,primary,no,no,no,cellular,mar,16,618,1,-1,0,unknown
41,management,married,tertiary,no,yes,no,cellular,may,5,788,1,-1,0,unknown
47,services,divorced,secondary,no,no,no,cellular,feb,6,285,6,-1,0,unknown
34,technician,single,secondary,no,no,no,cellular,aug,21,163,2,-1,0,unknown
33,management,single,tertiary,no,no,no,cellular,jul,8,159,1,-1,0,unknown
58,retired,married,secondary,no,yes,no,cellular,may,12,197,2,370,3,failure
51,management,married,tertiary,no,no,no,cellular,jul,25,212,2,-1,0,unknown
45,management,married,tertiary,no,yes,no,unknown,may,29,44,15,-1,0,unknown
55,admin.,married,secondary,no,no,no,cellular,sep,23,180,2,238,3,success
30,blue-collar,single,primary,no,no,no,unknown,jun,26,11,1,-1,0,unknown
33,management,single,secondary,no,yes,no,unknown,may,26,863,1,-1,0,unknown
27,services,single,secondary,no,yes,no,unknown,may,7,388,7,-1,0,unknown
59,retired,married,secondary,no,yes,no,unknown,may,5,143,3,-1,0,unknown
34,management,single,tertiary,no,yes,no,cellular,may,7,191,1,294,1,failure
47,technician,divorced,tertiary,no,yes,yes,unknown,may,27,62,2,-1,0,unknown
44,blue-collar,married,primary,no,yes,no,unknown,may,9,13,1,-1,0,unknown
35,admin.,single,secondary,no,yes,no,cellular,may,13,1073,1,-1,0,unknown
45,management,married,tertiary,no,yes,no,cellular,may,6,337,2,-1,0,unknown
42,blue-collar,married,primary,no,yes,yes,telephone,jul,31,88,10,-1,0,unknown
38,technician,married,secondary,no,no,no,cellular,jun,2,167,1,298,10,other
34,technician,single,secondary,no,no,no,cellular,aug,29,96,4,-1,0,unknown
35,technician,married,secondary,no,yes,no,cellular,apr,13,537,3,-1,0,unknown
29,management,single,secondary,no,yes,no,unknown,may,27,5,3,-1,0,unknown
58,retired,married,secondary,no,no,no,cellular,aug,5,139,1,-1,0,unknown
44,blue-collar,single,primary,no,yes,no,unknown,may,30,570,2,-1,0,unknown
45,entrepreneur,married,tertiary,no,yes,no,cellular,jul,29,100,3,-1,0,unknown
43,blue-collar,married,secondary,no,yes,no,unknown,may,15,253,2,-1,0,unknown
44,services,married,secondary,no,yes,no,cellular,apr,1,525,2,-1,0,unknown
30,technician,single,secondary,no,no,no,cellular,aug,20,696,3,-1,0,unknown
38,unemployed,married,tertiary,no,no,no,unknown,may,26,535,6,-1,0,unknown
50,technician,married,secondary,no,no,no,cellular,aug,6,131,3,-1,0,unknown
21,student,single,secondary,no,no,no,unknown,aug,20,6,1,-1,0,unknown
38,entrepreneur,married,tertiary,no,yes,no,cellular,feb,5,105,1,-1,0,unknown
42,admin.,married,secondary,no,no,no,unknown,jun,19,370,1,-1,0,unknown
45,technician,single,tertiary,no,no,no,cellular,aug,29,29,14,-1,0,unknown
34,entrepreneur,married,secondary,no,yes,yes,cellular,may,5,184,1,167,6,failure
48,technician,married,secondary,no,no,yes,cellular,feb,3,47,2,222,3,other
34,services,married,secondary,no,no,yes,unknown,jul,2,193,4,-1,0,unknown
32,blue-collar,married,secondary,no,yes,no,cellular,jul,16,709,2,-1,0,unknown
35,technician,married,tertiary,no,no,no,cellular,aug,6,358,2,-1,0,unknown
39,entrepreneur,married,tertiary,no,yes,no,unknown,may,20,253,1,-1,0,unknown
36,self-employed,married,tertiary,no,yes,no,unknown,jun,6,197,3,-1,0,unknown
35,technician,married,secondary,no,no,no,cellular,aug,22,94,2,-1,0,unknown
57,services,divorced,secondary,no,no,yes,cellular,jul,22,445,2,-1,0,unknown
28,technician,single,secondary,no,yes,no,cellular,may,15,153,1,371,2,failure
43,admin.,married,unknown,no,no,no,unknown,jun,18,113,1,-1,0,unknown
57,management,married,secondary,no,no,no,cellular,aug,17,80,1,-1,0,unknown
34,services,divorced,secondary,no,yes,no,unknown,may,15,318,1,-1,0,unknown
36,technician,married,tertiary,no,yes,no,cellular,jan,27,100,1,435,1,failure
47,management,divorced,tertiary,no,no,no,unknown,jun,20,40,3,-1,0,unknown
36,management,divorced,tertiary,no,yes,no,unknown,jun,2,55,25,-1,0,unknown
33,management,married,tertiary,no,no,no,cellular,nov,20,67,1,-1,0,unknown
57,management,married,tertiary,no,no,no,cellular,aug,7,76,2,-1,0,unknown
57,management,married,tertiary,no,yes,no,unknown,may,16,73,1,-1,0,unknown
34,admin.,married,secondary,no,yes,no,unknown,may,20,89,2,-1,0,unknown
51,housemaid,divorced,tertiary,no,yes,no,cellular,aug,19,109,3,-1,0,unknown
54,blue-collar,divorced,primary,no,no,no,cellular,jul,9,98,1,-1,0,unknown
52,self-employed,single,tertiary,no,yes,no,unknown,jun,5,21,17,-1,0,unknown
43,entrepreneur,married,tertiary,no,yes,no,cellular,nov,18,465,1,-1,0,unknown
58,retired,single,primary,no,no,no,cellular,jul,21,106,3,-1,0,unknown
53,admin.,married,secondary,no,yes,no,cellular,apr,20,304,1,340,1,failure
44,management,married,secondary,no,no,no,cellular,jul,30,342,3,-1,0,unknown
29,management,single,tertiary,no,no,no,unknown,may,16,16,25,-1,0,unknown
27,services,single,secondary,no,yes,no,unknown,may,28,543,2,-1,0,unknown
35,blue-collar,married,primary,no,no,no,cellular,jul,8,338,3,-1,0,unknown
40,self-employed,married,secondary,no,no,no,cellular,aug,22,197,5,-1,0,unknown
34,blue-collar,married,secondary,no,yes,yes,unknown,may,8,956,2,-1,0,unknown
38,admin.,single,secondary,no,yes,no,cellular,may,12,95,1,327,9,other
32,services,married,secondary,no,yes,no,unknown,may,15,546,9,-1,0,unknown
41,admin.,married,secondary,no,yes,yes,unknown,may,30,124,4,-1,0,unknown
25,blue-collar,single,secondary,no,yes,no,cellular,jul,7,113,4,-1,0,unknown
38,blue-collar,divorced,secondary,no,yes,no,cellular,may,7,245,3,-1,0,unknown
26,technician,single,secondary,no,yes,no,cellular,jul,22,188,2,-1,0,unknown
37,technician,single,tertiary,no,no,no,cellular,aug,19,199,5,-1,0,unknown
30,management,married,tertiary,no,yes,no,cellular,apr,5,470,7,426,3,other
36,services,married,secondary,no,no,no,unknown,may,14,90,1,-1,0,unknown
33,management,married,secondary,no,yes,no,unknown,may,23,350,5,-1,0,unknown
33,admin.,single,tertiary,no,yes,no,cellular,may,7,31,1,363,2,failure
35,management,married,tertiary,no,yes,no,cellular,jul,9,156,1,-1,0,unknown
24,services,married,tertiary,no,yes,no,unknown,may,27,299,1,-1,0,unknown
29,unemployed,married,secondary,no,no,no,cellular,jan,30,510,2,-1,0,unknown
54,blue-collar,married,secondary,no,yes,no,cellular,aug,25,177,4,-1,0,unknown
27,admin.,married,secondary,no,no,no,cellular,oct,13,123,2,-1,0,unknown
34,management,married,secondary,no,no,no,cellular,feb,2,270,1,-1,0,unknown
39,blue-collar,married,primary,no,yes,no,unknown,may,16,225,4,-1,0,unknown
38,management,married,tertiary,no,no,no,cellular,jan,28,63,1,-1,0,unknown
37,management,married,tertiary,no,yes,no,unknown,jun,3,247,13,-1,0,unknown
26,services,single,secondary,no,yes,yes,cellular,jan,30,206,5,239,3,failure
36,entrepreneur,married,tertiary,no,yes,no,unknown,may,6,168,2,-1,0,unknown
35,management,single,tertiary,no,yes,no,unknown,may,21,836,12,-1,0,unknown
30,management,single,tertiary,no,no,no,cellular,aug,8,131,2,-1,0,unknown
25,technician,single,secondary,no,yes,yes,unknown,jun,3,89,1,-1,0,unknown
34,technician,married,secondary,no,yes,no,cellular,aug,29,116,4,-1,0,unknown
52,unknown,married,unknown,no,no,no,unknown,jun,12,58,1,-1,0,unknown
39,admin.,married,secondary,no,no,no,unknown,sep,6,36,1,-1,0,unknown
34,management,married,secondary,no,yes,no,cellular,jul,21,240,2,-1,0,unknown
34,management,single,secondary,no,no,no,cellular,aug,22,132,4,-1,0,unknown
30,services,married,secondary,no,yes,yes,cellular,jul,17,544,1,-1,0,unknown
33,services,married,secondary,no,yes,yes,unknown,may,8,266,1,-1,0,unknown
30,student,single,secondary,no,no,no,cellular,feb,4,443,2,-1,0,unknown
51,blue-collar,married,primary,no,yes,no,cellular,jul,10,324,1,-1,0,unknown
36,services,single,secondary,no,yes,no,cellular,feb,6,15,10,207,3,failure
48,blue-collar,married,primary,no,no,no,cellular,jan,28,263,2,-1,0,unknown
37,services,divorced,secondary,no,yes,no,unknown,jun,11,199,1,-1,0,unknown
58,management,married,secondary,no,yes,no,cellular,jul,29,145,2,-1,0,unknown
56,management,divorced,tertiary,no,no,yes,cellular,jun,2,56,1,-1,0,unknown
34,blue-collar,married,secondary,no,yes,no,cellular,may,5,11,9,-1,0,unknown
33,admin.,divorced,secondary,no,yes,no,cellular,nov,18,411,1,173,2,other
26,services,single,secondary,no,no,no,cellular,jul,29,165,23,-1,0,unknown
40,management,single,unknown,no,yes,no,unknown,may,12,619,3,-1,0,unknown
35,services,married,secondary,no,yes,no,cellular,apr,17,203,1,-1,0,unknown
45,entrepreneur,married,secondary,no,yes,no,unknown,may,7,254,1,-1,0,unknown
37,technician,single,secondary,no,yes,no,cellular,aug,13,1149,6,-1,0,unknown
35,management,divorced,tertiary,no,yes,no,unknown,may,9,189,1,-1,0,unknown
43,services,single,secondary,no,yes,no,cellular,nov,12,707,2,97,2,success
28,blue-collar,married,secondary,no,yes,no,cellular,may,15,196,1,-1,0,unknown
32,blue-collar,divorced,secondary,no,yes,no,unknown,may,9,171,1,-1,0,unknown
26,unemployed,single,secondary,no,no,no,cellular,jan,28,1451,2,-1,0,unknown
35,services,married,secondary,no,yes,no,unknown,jun,2,563,1,-1,0,unknown
35,technician,single,secondary,no,no,no,cellular,aug,11,239,4,-1,0,unknown
39,blue-collar,married,secondary,no,yes,no,telephone,jul,28,73,6,-1,0,unknown
42,blue-collar,divorced,secondary,no,yes,no,cellular,may,6,203,2,334,2,failure
32,technician,single,secondary,no,yes,no,cellular,may,6,158,1,167,1,success
30,unemployed,married,secondary,no,no,no,cellular,jul,9,100,4,-1,0,unknown
26,management,single,tertiary,no,no,yes,cellular,jul,8,160,1,-1,0,unknown
30,student,single,secondary,no,yes,no,cellular,nov,19,661,1,-1,0,unknown
32,management,married,tertiary,no,yes,no,cellular,may,14,166,1,-1,0,unknown
47,services,married,secondary,no,yes,yes,cellular,jul,29,114,2,-1,0,unknown
33,technician,married,tertiary,no,yes,no,unknown,may,29,58,1,-1,0,unknown
57,blue-collar,married,primary,no,yes,no,telephone,jul,31,25,8,-1,0,unknown
35,admin.,married,secondary,no,yes,no,cellular,may,7,121,2,-1,0,unknown
53,technician,married,tertiary,no,no,yes,unknown,jun,16,226,4,-1,0,unknown
24,retired,single,secondary,no,no,yes,unknown,may,16,234,2,-1,0,unknown
54,management,divorced,tertiary,no,no,yes,cellular,jul,10,88,1,-1,0,unknown
31,management,married,tertiary,no,yes,yes,unknown,may,21,85,1,-1,0,unknown
41,entrepreneur,married,secondary,no,yes,no,cellular,nov,18,134,1,-1,0,unknown
44,unknown,married,secondary,no,no,no,cellular,aug,4,251,3,-1,0,unknown
35,services,single,secondary,no,yes,no,cellular,may,14,152,1,-1,0,unknown
30,management,married,tertiary,no,no,no,cellular,aug,13,202,1,83,5,failure
43,blue-collar,single,primary,no,yes,no,unknown,may,30,379,17,-1,0,unknown
51,entrepreneur,married,secondary,yes,no,yes,cellular,jul,28,123,6,-1,0,unknown
60,retired,married,secondary,no,no,no,cellular,apr,30,156,2,-1,0,unknown
43,self-employed,married,secondary,no,no,no,unknown,jun,17,332,1,-1,0,unknown
31,management,married,tertiary,no,yes,no,telephone,may,14,90,3,-1,0,unknown
56,management,married,primary,no,yes,no,telephone,nov,20,291,1,-1,0,unknown
42,technician,married,secondary,no,yes,no,telephone,feb,6,23,2,-1,0,unknown
52,entrepreneur,married,primary,no,no,no,cellular,jul,21,122,2,-1,0,unknown
40,technician,married,secondary,no,yes,yes,cellular,jul,26,105,2,172,1,failure
36,services,married,secondary,no,yes,no,telephone,may,11,1143,4,-1,0,unknown
40,services,married,primary,no,no,no,unknown,may,26,70,3,-1,0,unknown
46,blue-collar,married,secondary,no,yes,no,cellular,may,8,264,2,-1,0,unknown
32,admin.,single,secondary,no,no,no,cellular,may,27,204,2,-1,0,unknown
31,housemaid,single,tertiary,no,yes,no,cellular,nov,19,182,1,-1,0,unknown
41,technician,divorced,secondary,no,yes,no,cellular,nov,17,386,2,-1,0,unknown
58,housemaid,married,primary,no,no,yes,unknown,jun,5,295,3,-1,0,unknown
36,services,married,secondary,no,yes,no,cellular,may,12,86,2,-1,0,unknown
52,technician,married,secondary,no,no,no,cellular,aug,28,16,20,-1,0,unknown
42,management,married,tertiary,no,no,no,cellular,aug,20,413,2,-1,0,unknown
32,management,single,tertiary,no,yes,yes,unknown,may,29,323,3,-1,0,unknown
62,management,married,tertiary,no,no,no,cellular,oct,13,78,3,-1,0,unknown
31,technician,single,tertiary,no,no,no,cellular,aug,25,121,3,-1,0,unknown
41,blue-collar,single,secondary,yes,no,yes,cellular,nov,20,477,1,-1,0,unknown
34,self-employed,married,tertiary,no,no,no,cellular,nov,19,265,1,-1,0,unknown
44,management,single,tertiary,no,no,no,cellular,oct,27,418,2,-1,0,unknown
42,blue-collar,married,primary,no,yes,no,cellular,jul,28,386,4,-1,0,unknown
37,entrepreneur,single,secondary,no,no,no,unknown,may,19,594,2,-1,0,unknown
47,management,married,tertiary,no,no,no,cellular,jul,8,161,1,-1,0,unknown
32,unemployed,married,secondary,no,yes,yes,cellular,feb,5,450,3,-1,0,unknown
46,blue-collar,married,secondary,no,yes,no,cellular,aug,25,217,6,-1,0,unknown
39,technician,single,tertiary,no,no,no,cellular,aug,8,136,1,-1,0,unknown
28,services,single,secondary,no,yes,no,unknown,may,9,322,1,-1,0,unknown
26,student,single,secondary,no,no,no,cellular,nov,16,104,1,196,1,failure
52,technician,married,secondary,no,no,yes,cellular,nov,17,189,2,111,4,failure
42,unemployed,married,secondary,no,no,no,cellular,jul,15,250,4,415,2,failure
33,technician,divorced,tertiary,no,no,no,cellular,aug,19,123,5,-1,0,unknown
73,retired,married,primary,no,no,no,cellular,oct,23,427,1,182,2,failure
35,admin.,single,secondary,no,no,yes,cellular,jul,8,632,2,-1,0,unknown
40,management,married,tertiary,no,yes,no,cellular,apr,13,101,3,-1,0,unknown
51,technician,married,secondary,no,no,no,cellular,aug,24,467,2,88,4,other
37,admin.,single,secondary,no,yes,no,cellular,apr,16,640,2,-1,0,unknown
39,management,married,tertiary,no,yes,yes,cellular,apr,16,517,1,255,1,failure
28,blue-collar,married,secondary,no,yes,no,unknown,may,13,160,3,-1,0,unknown
49,technician,divorced,tertiary,no,yes,no,cellular,jun,12,177,3,-1,0,unknown
36,admin.,married,secondary,no,yes,no,unknown,may,21,206,1,-1,0,unknown
45,technician,married,secondary,no,yes,no,unknown,may,7,208,2,-1,0,unknown
29,technician,single,tertiary,no,yes,no,cellular,apr,12,169,1,-1,0,unknown
35,management,married,secondary,no,yes,no,cellular,jul,14,287,2,415,1,failure
35,housemaid,married,tertiary,no,yes,yes,cellular,jul,17,505,3,-1,0,unknown
30,blue-collar,married,secondary,no,yes,no,cellular,may,18,284,2,371,1,failure
46,blue-collar,married,primary,no,no,no,cellular,jan,30,89,4,235,2,failure
25,student,single,tertiary,no,no,no,cellular,sep,29,138,1,-1,0,unknown
36,management,married,tertiary,no,no,no,cellular,dec,14,321,3,189,4,success
42,blue-collar,married,primary,no,yes,no,unknown,may,15,262,4,-1,0,unknown
57,admin.,married,secondary,no,no,no,cellular,oct,13,61,1,-1,0,unknown
42,management,divorced,tertiary,no,yes,no,cellular,jul,24,217,9,-1,0,unknown
29,management,married,tertiary,no,yes,yes,cellular,jul,14,192,2,-1,0,unknown
36,technician,married,tertiary,no,no,no,cellular,oct,29,174,2,-1,0,unknown
31,unemployed,married,secondary,no,no,no,unknown,jun,25,292,2,-1,0,unknown
59,technician,married,primary,no,yes,no,unknown,may,29,240,2,-1,0,unknown
50,unemployed,divorced,secondary,no,no,no,cellular,aug,4,282,2,-1,0,unknown
47,admin.,married,secondary,no,yes,yes,telephone,aug,14,128,6,-1,0,unknown
46,housemaid,married,primary,no,no,no,telephone,feb,2,161,1,-1,0,unknown
26,blue-collar,single,primary,no,yes,no,cellular,jan,29,291,1,244,4,failure
31,services,single,secondary,no,yes,no,cellular,nov,20,356,1,-1,0,unknown
30,services,married,tertiary,no,yes,no,unknown,may,21,294,2,-1,0,unknown
47,blue-collar,single,unknown,no,no,no,unknown,jun,18,422,1,-1,0,unknown
23,technician,single,tertiary,no,yes,no,unknown,may,28,806,1,-1,0,unknown
44,unemployed,single,primary,no,no,no,unknown,jun,16,227,1,-1,0,unknown
42,self-employed,married,secondary,no,no,no,cellular,nov,17,560,2,-1,0,unknown
32,services,single,secondary,no,yes,no,cellular,apr,17,135,1,-1,0,unknown
28,admin.,single,secondary,no,yes,no,unknown,jun,3,361,1,-1,0,unknown
57,retired,married,primary,no,yes,yes,cellular,jul,18,246,1,-1,0,unknown
38,technician,married,tertiary,no,yes,no,cellular,feb,4,419,2,-1,0,unknown
22,student,single,secondary,no,no,no,cellular,nov,8,449,2,38,10,other
54,admin.,married,secondary,no,yes,no,cellular,nov,17,71,1,-1,0,unknown
32,technician,married,tertiary,no,yes,no,cellular,jul,21,357,3,-1,0,unknown
32,management,married,tertiary,no,yes,no,cellular,nov,18,164,2,179,3,failure
59,admin.,divorced,secondary,no,yes,no,unknown,may,15,263,4,-1,0,unknown
45,technician,married,secondary,no,no,no,unknown,jun,18,146,2,-1,0,unknown
53,unknown,married,primary,no,no,no,cellular,oct,27,759,2,-1,0,unknown
50,admin.,divorced,secondary,no,no,no,cellular,jul,28,72,2,363,4,failure
34,technician,married,secondary,no,yes,yes,cellular,aug,12,131,2,-1,0,unknown
35,admin.,divorced,secondary,no,no,yes,cellular,nov,21,808,2,-1,0,unknown
30,management,married,tertiary,no,no,no,cellular,jul,17,1183,1,-1,0,unknown
62,housemaid,married,secondary,no,no,no,cellular,sep,4,123,3,-1,0,unknown
40,blue-collar,married,secondary,no,yes,no,unknown,may,29,483,2,-1,0,unknown
26,self-employed,single,tertiary,no,no,no,cellular,may,4,238,3,-1,0,unknown
34,management,married,tertiary,no,yes,no,cellular,jul,11,90,1,-1,0,unknown
50,unknown,married,unknown,no,no,no,cellular,jul,9,464,1,683,6,failure
31,unknown,divorced,tertiary,no,no,no,cellular,aug,22,385,9,-1,0,unknown
35,technician,married,secondary,no,yes,no,unknown,may,23,240,2,-1,0,unknown
55,retired,married,primary,no,no,yes,cellular,may,14,104,1,-1,0,unknown
34,admin.,married,secondary,no,no,no,cellular,aug,29,109,2,-1,0,unknown
58,retired,married,primary,no,no,no,cellular,nov,30,598,4,-1,0,unknown
50,management,single,tertiary,no,yes,no,unknown,may,16,274,8,-1,0,unknown
31,technician,single,secondary,no,no,no,cellular,aug,7,123,2,-1,0,unknown
47,admin.,divorced,secondary,no,no,yes,cellular,jul,23,70,1,-1,0,unknown
38,self-employed,single,tertiary,no,yes,no,unknown,may,23,260,1,-1,0,unknown
46,management,single,tertiary,no,yes,no,cellular,jan,29,190,3,-1,0,unknown
42,blue-collar,married,primary,no,yes,no,unknown,may,14,521,2,-1,0,unknown
34,blue-collar,married,secondary,no,yes,no,cellular,may,14,228,1,-1,0,unknown
37,management,married,tertiary,no,no,no,telephone,feb,17,466,4,-1,0,unknown
38,student,single,tertiary,no,no,no,cellular,feb,27,74,2,-1,0,unknown
59,retired,married,secondary,no,yes,no,unknown,may,29,57,2,-1,0,unknown
32,admin.,married,secondary,no,no,no,cellular,jan,30,119,3,-1,0,unknown
55,management,married,tertiary,no,no,no,cellular,nov,19,124,2,-1,0,unknown
35,blue-collar,married,secondary,no,yes,yes,cellular,jul,31,65,50,-1,0,unknown
56,management,divorced,tertiary,no,no,yes,cellular,jul,28,127,6,-1,0,unknown
27,admin.,married,secondary,yes,yes,no,cellular,jul,14,172,3,-1,0,unknown
42,unemployed,single,secondary,no,yes,no,cellular,jul,30,174,6,-1,0,unknown
42,student,married,unknown,no,no,no,telephone,jul,31,41,6,-1,0,unknown
41,blue-collar,married,primary,no,yes,no,unknown,may,30,232,3,-1,0,unknown
